"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"KOV","KORVEST LTD","Capital Goods","17/09/1970",104639826
"KP2","KORE POTASH PLC","Materials","07/11/2017",72430643
"KPG","KELLY PARTNERS GROUP HOLDINGS LIMITED","Commercial & Professional Services","21/06/2017",336600000
"KPO","KALINA POWER LIMITED","Utilities","02/08/1971",9945576
"KRM","KINGSROSE MINING LIMITED","Materials","07/12/2007",35368746
"KRR","KING RIVER RESOURCES LIMITED","Materials","21/09/2007",15535249
"KSC","K & S CORPORATION LIMITED","Transportation","25/08/1971",391388091
"KSL","KINA SECURITIES LIMITED","Banks","30/07/2015",265875394
"KSN","KINGSTON RESOURCES LIMITED","Materials","05/03/1987",60096698
"KTA","KRAKATOA RESOURCES LIMITED","Materials","28/12/2012",8497930
"KTG","K-TIG LIMITED","Capital Goods","01/11/2012","SUSPENDED"
"KYP","KINATICO LTD","Software & Services","08/09/2015",42925606
"KZR","KALAMAZOO RESOURCES LIMITED","Materials","16/01/2017",19228389
"L1M","LIGHTNING MINERALS LTD","Materials","22/11/2022",4816866
"LAM","LARAMIDE RESOURCES LTD","Energy","30/04/2013",238905308
"LAU","LINDSAY AUSTRALIA LIMITED","Transportation","05/07/1994",299928136
"LAW","LAWFINANCE LIMITED","Financial Services","12/05/2000","SUSPENDED"
"LBL","LASERBOND LIMITED","Capital Goods","17/12/2007",79394306
"LBT","LBT INNOVATIONS LIMITED","Health Care Equipment & Services","31/07/2006",22791125
"LCE","LONDON CITY EQUITIES LIMITED","Financial Services","06/03/1987",16121710
"LCL","LCL RESOURCES LIMITED","Materials","02/10/2007",11462706
"LCY","LEGACY IRON ORE LIMITED","Materials","08/07/2008",123416772
"LDR","LODE RESOURCES LTD","Materials","02/07/2021",10464846
"LDX","LUMOS DIAGNOSTICS HOLDINGS LIMITED","Health Care Equipment & Services","05/07/2021",20696197
"LEG","LEGEND MINING LIMITED","Materials","25/08/1995",47981624
"LEL","LITHIUM ENERGY LIMITED","Materials","19/05/2021",47040659
"LEX","LEFROY EXPLORATION LIMITED","Materials","05/09/1991",19845390
"LFG","LIBERTY FINANCIAL GROUP","Financial Services","15/12/2020",1215215492
"LFS","LATITUDE GROUP HOLDINGS LIMITED","Financial Services","20/04/2021",1195628139
"LGI","LGI LIMITED","Utilities","04/10/2022",267855188
"LGL","LYNCH GROUP HOLDINGS LIMITED","Food, Beverage & Tobacco","06/04/2021",165399582
"LGM","LEGACY MINERALS HOLDINGS LIMITED","Materials","13/09/2021",30054674
"LGP","LITTLE GREEN PHARMA LTD","Pharmaceuticals, Biotechnology & Life Sciences","20/02/2020",37720076
"LHM","LAND & HOMES GROUP LIMITED","Real Estate Management & Development","05/10/2004","SUSPENDED"
"LIC","LIFESTYLE COMMUNITIES LIMITED","Real Estate Management & Development","15/12/1998",1619142718
"LIN","LINDIAN RESOURCES LIMITED","Materials","02/03/2000",149749891
"LIO","LION ENERGY LIMITED","Energy","15/02/1972",11798399
"LIS","LI-S ENERGY LIMITED","Capital Goods","28/09/2021",86427031
"LIT","LITHIUM AUSTRALIA LIMITED","Materials","30/10/2007",33001875
"LKE","LAKE RESOURCES N.L.","Materials","29/08/2001",109511713
"LKO","LAKES BLUE ENERGY NL","Energy","05/12/1985","SUSPENDED"
"LKY","LOCKSLEY RESOURCES LIMITED","Materials","08/07/2021",4253333
"LLC","LENDLEASE GROUP","Real Estate Management & Development","30/06/1962",4221529311
"LLI","LOYAL LITHIUM LIMITED","Materials","06/07/2021",25659330
"LLL","LEO LITHIUM LIMITED","Materials","23/06/2022","SUSPENDED"
"LLO","LION ONE METALS LIMITED","Materials","07/06/2013","SUSPENDED"
"LM1","LEEUWIN METALS LTD","Materials","29/03/2023",4435084
"LM8","LUNNON METALS LIMITED","Materials","16/06/2021",66442228
"LMG","LATROBE MAGNESIUM LIMITED","Materials","18/12/1986",116176042
"LML","LINCOLN MINERALS LIMITED","Materials","09/03/2007",13632362
"LMS","LITCHFIELD MINERALS LIMITED","Materials","15/03/2024",7434808
"LNR","LANTHANEIN RESOURCES LTD","Materials","09/04/2003",12218181
"LNU","LINIUS TECHNOLOGIES LIMITED","Software & Services","26/07/2011",11093481
"LNW","LIGHT & WONDER INC.","Consumer Services","22/05/2023",12730191079
"LOM","LUCAPA DIAMOND COMPANY LIMITED","Materials","19/12/2006",26110980
"LOT","LOTUS RESOURCES LIMITED","Materials","18/02/2009",888139811
"LOV","LOVISA HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","18/12/2014",3518939859
"LPD","LEPIDICO LTD","Materials","19/04/1994",34356478
"LPE","LOCALITY PLANNING ENERGY HOLDINGS LIMITED","Utilities","11/10/2011",21624529
"LPM","LITHIUM PLUS MINERALS LTD.","Materials","26/04/2022",12572300
"LRD","LORD RESOURCES LIMITED","Materials","07/04/2022",2961729
"LRK","LARK DISTILLING CO. LTD","Food, Beverage & Tobacco","12/11/2003",73470753
"LRL","LABYRINTH RESOURCES LIMITED","Materials","28/07/1971",7125262
"LRS","LATIN RESOURCES LIMITED","Materials","21/09/2010",742906158
"LRT","LOWELL RESOURCES FUND","Not Applic","22/03/2018",46730019
"LRV","LARVOTTO RESOURCES LIMITED","Materials","06/12/2021",28782006
"LSA","LACHLAN STAR LIMITED","Materials","28/07/1971",16605856
"LSF","L1 LONG SHORT FUND LIMITED","Not Applic","24/04/2018",1941927465
"LSR","LODESTAR MINERALS LIMITED","Materials","21/12/2007",4046795
"LSX","LION SELECTION GROUP LIMITED.","Not Applic","13/03/2013",61400587
"LTM","ARCADIUM LITHIUM PLC","Materials","22/12/2023",7676853965
"LTP","LTR PHARMA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","11/12/2023",54373898
"LTR","LIONTOWN RESOURCES LIMITED","Materials","27/12/2006",3527645351
"LU7","LITHIUM UNIVERSE LIMITED","Materials","19/10/2011",13170844
"LV1","LIVE VERDURE LTD","Food, Beverage & Tobacco","14/12/2020",57387666
"LVE","LOVE GROUP GLOBAL LTD","Software & Services","05/12/2014",5472113
"LVH","LIVEHIRE LIMITED","Software & Services","10/06/2016",6652762
"LVT","LIVETILES LIMITED","Software & Services","17/08/1999","SUSPENDED"
"LYC","LYNAS RARE EARTHS LIMITED","Materials","11/09/1986",6636499114
"LYK","LYKOS METALS LIMITED","Materials","21/10/2021",5650667
"LYL","LYCOPODIUM LIMITED","Capital Goods","17/12/2004",480459332
"LYN","LYCAON RESOURCES LTD","Materials","17/11/2021",16690219
"M24","MAMBA EXPLORATION LIMITED","Materials","05/02/2021",3865728
"M2M","MT MALCOLM MINES NL","Materials","10/09/2021",2974586
"M2R","MIRAMAR RESOURCES LIMITED","Materials","22/10/2020",1860869
"M3M","M3 MINING LIMITED","Materials","29/07/2021",3622707
"M4M","MACRO METALS LIMITED","Materials","16/01/1987",97186012
"M7T","MACH7 TECHNOLOGIES LIMITED","Health Care Equipment & Services","30/11/2005",160425296
"M8S","M8 SUSTAINABLE LIMITED","Commercial & Professional Services","11/12/2019","SUSPENDED"
"MAC","METALS ACQUISITION LIMITED","Materials","20/02/2024",1480018457
"MAD","MADER GROUP LIMITED","Commercial & Professional Services","01/10/2019",1410000000
"MAF","MA FINANCIAL GROUP LIMITED","Financial Services","10/04/2017",834177588
"MAG","MAGMATIC RESOURCES LIMITED","Materials","19/05/2017",37400617
"MAH","MACMAHON HOLDINGS LIMITED","Materials","01/12/1983",581846171
"MAM","MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED","Financial Services","30/04/2018",76225645
"MAN","MANDRAKE RESOURCES LIMITED","Materials","29/05/1987",21586597
"MAP","MICROBA LIFE SCIENCES LIMITED","Health Care Equipment & Services","05/04/2022",89570395
"MAQ","MACQUARIE TECHNOLOGY GROUP LIMITED","Software & Services","27/09/1999",2139501866
"MAT","MATSA RESOURCES LIMITED","Materials","20/04/2005",16514254
"MAU","MAGNETIC RESOURCES NL","Materials","05/04/2007",276060635
"MAUCA","MAGNETIC RESOURCES NL","Materials","05/04/2007",276060635
"MAY","MELBANA ENERGY LIMITED","Energy","27/03/1998",158399593
"MBH","MAGGIE BEER HOLDINGS LTD","Food, Beverage & Tobacco","27/08/2004",26080554
"MBK","METAL BANK LIMITED","Materials","02/03/2011",7809186
"MBX","MY FOODIE BOX LIMITED","Consumer Staples Distribution & Retail","07/01/2022","SUSPENDED"
"MCA","MURRAY COD AUSTRALIA LIMITED","Food, Beverage & Tobacco","30/03/2011",80404106
"MCE","MATRIX COMPOSITES & ENGINEERING LIMITED","Energy","16/11/2009",70256181
"MCL","MIGHTY CRAFT LIMITED","Consumer Services","17/12/2019",3320183
"MCM","MC MINING LIMITED","Energy","24/04/1980",61183612
"MCP","MCPHERSON'S LIMITED","Household & Personal Products","30/06/1962",68375842
"MCT","METALICITY LIMITED","Materials","21/12/2005",11212737
"MCY","MERCURY NZ LIMITED","Utilities","10/05/2013",8308572163
"MDC","MEDLAB CLINICAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","14/07/2015","SUSPENDED"
"MDI","MIDDLE ISLAND RESOURCES LIMITED","Materials","16/12/2010",3485664
"MDR","MEDADVISOR LIMITED","Health Care Equipment & Services","26/05/2011",176105052
"MDX","MINDAX LIMITED","Materials","08/12/2004",59414730
"ME1","MELODIOL GLOBAL HEALTH LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","20/10/2016",1426974
"MEA","MCGRATH LIMITED","Real Estate Management & Development","07/12/2015",95506505
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","Financial Services","03/05/2017",41007179
"MEG","MEGADO MINERALS LTD","Materials","27/10/2020",3307922
"MEI","METEORIC RESOURCES NL","Materials","16/07/2004",388073370
"MEK","MEEKA METALS LIMITED","Materials","21/12/1999",45684230
"MEL","METGASCO LTD","Energy","23/12/2004",6164434
"MEM","MEMPHASYS LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","14/05/2007",12309680
"MEU","MARMOTA LIMITED","Energy","21/11/2007",49763627
"MEZ","MERIDIAN ENERGY LIMITED","Utilities","29/10/2013",14573786720
"MFD","MAYFIELD CHILDCARE LIMITED","Consumer Services","30/11/2016",45392329
"MFF","MFF CAPITAL INVESTMENTS LIMITED","Not Applic","19/12/2006",2028175226
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","Financial Services","01/07/2004",1565263200
"MGA","METALSGROVE MINING LTD","Materials","06/07/2022",2424660
"MGAN","METALSGROVE MINING LTD","Materials","06/07/2022",2424660
"MGF","MAGELLAN GLOBAL FUND.","Not Applic","30/11/2020",3286482629
"MGH","MAAS GROUP HOLDINGS LIMITED","Capital Goods","04/12/2020",1380561307
"MGL","MAGONTEC LIMITED","Materials","07/07/1983",27078880
"MGR","MIRVAC GROUP","Equity Real Estate Investment Trusts (REITs)","16/06/1999",8049554843
"MGT","MAGNETITE MINES LIMITED.","Materials","06/04/2006",34944256
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","Materials","23/04/1987",12545102
"MGX","MOUNT GIBSON IRON LIMITED","Materials","12/02/1976",540623261
"MHC","MANHATTAN CORPORATION LIMITED","Energy","29/01/2008",7342449
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","Consumer Durables & Apparel","31/10/1994",3299327
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","Consumer Discretionary Distribution & Retail","07/07/2016",184619502
"MHK","METAL HAWK LIMITED.","Materials","19/11/2020",5536850
"MI6","MINERALS 260 LIMITED","Materials","12/10/2021",45630000
"MIN","MINERAL RESOURCES LIMITED","Materials","28/07/2006",15526971422
"MIO","MACARTHUR MINERALS LIMITED","Materials","06/12/2019",12732572
"MIR","MIRRABOOKA INVESTMENTS LIMITED","Not Applic","28/06/2001",614781946
"MKG","MAKO GOLD LIMITED","Materials","16/04/2018",12200102
"MKL","MIGHTY KINGDOM LIMITED","Media & Entertainment","21/04/2021",12487999
"MKR","MANUKA RESOURCES LTD.","Materials","14/07/2020",37229686
"MKT","THE MARKET LIMITED","Media & Entertainment","15/09/2016",54565339
"MLG","MLG OZ LIMITED","Materials","04/05/2021",114499447
"MLM","METALLICA MINERALS LIMITED","Materials","23/11/2004",22078250
"MLS","METALS AUSTRALIA LTD","Materials","23/01/1986",15562130
"MLX","METALS X LIMITED","Materials","26/08/2004",430452632
"MM1","MIDAS MINERALS LTD","Materials","07/09/2021",6763535
"MM8","MEDALLION METALS LIMITED.","Materials","22/03/2021",17845681
"MMA","MARONAN METALS LIMITED","Materials","29/04/2022",49497209
"MMC","MITRE MINING CORPORATION LIMITED","Materials","30/09/2021",85845095
"MME","MONEYME LIMITED","Financial Services","12/12/2019",48804787
"MMI","METRO MINING LIMITED","Materials","04/12/2009",250163609
"MMM","MARLEY SPOON SE","Consumer Staples Distribution & Retail","02/07/2018",4355803
"MMR","MEC RESOURCES LIMITED","Energy","29/05/2006","SUSPENDED"
"MMS","MCMILLAN SHAKESPEARE LIMITED","Commercial & Professional Services","15/03/2004",1204127885
"MNB","MINBOS RESOURCES LIMITED","Materials","18/10/2010",47581736
"MND","MONADELPHOUS GROUP LIMITED","Capital Goods","28/03/1991",1281641659
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","Materials","25/10/2005","SUSPENDED"
"MOH","MOHO RESOURCES LIMITED","Materials","07/11/2018",2695891
"MOM","MOAB MINERALS LIMITED","Materials","15/01/1987",3634815
"MOT","METRICS INCOME OPPORTUNITIES TRUST","Not Applic","29/04/2019",731865923
"MOV","MOVE LOGISTICS GROUP LIMITED","Transportation","01/07/2022",43062498
"MOZ","MOSAIC BRANDS LIMITED","Consumer Discretionary Distribution & Retail","11/05/2000",22313305
"MP1","MEGAPORT LIMITED","Software & Services","17/12/2015",2389750095
"MPA","MAD PAWS HOLDINGS LIMITED","Consumer Services","26/03/2021",34050231
"MPK","MANY PEAKS MINERALS LTD","Materials","16/03/2022",11727229
"MPL","MEDIBANK PRIVATE LIMITED","Insurance","25/11/2014",10024571794
"MPP","METRO PERFORMANCE GLASS LIMITED","Capital Goods","30/07/2014",14644869
"MPR","MPOWER GROUP LIMITED","Financial Services","01/01/1974",6186659
"MPX","MUSTERA PROPERTY GROUP LIMITED","Real Estate Management & Development","28/11/2014",36558783
"MQG","MACQUARIE GROUP LIMITED","Financial Services","05/11/2007",73988361376
"MQR","MARQUEE RESOURCES LIMITED","Materials","15/03/2017",5373997
"MRC","MINERAL COMMODITIES LTD","Materials","14/08/1981",22642870
"MRD","MOUNT RIDLEY MINES LIMITED","Materials","15/09/2004",15569766
"MRI","MY REWARDS INTERNATIONAL LIMITED","Commercial & Professional Services","11/02/2022","SUSPENDED"
"MRL","MAYUR RESOURCES LIMITED","Materials","21/09/2017",71428721
"MRM","MMA OFFSHORE LIMITED","Energy","21/06/1999",1023358393
"MRQ","MRG METALS LIMITED","Materials","08/06/2011",2525119
"MRR","MINREX RESOURCES LIMITED","Materials","11/11/2011",11933543
"MRZ","MONT ROYAL RESOURCES LIMITED","Materials","07/05/2019",4676639
"MSB","MESOBLAST LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","16/12/2004",1284507128
"MSG","MCS SERVICES LIMITED","Commercial & Professional Services","17/01/2012",990498
"MSI","MULTISTACK INTERNATIONAL LIMITED","Capital Goods","11/02/1993",1226735
"MSV","MITCHELL SERVICES LIMITED","Materials","02/08/2011",85433534
"MTB","MOUNT BURGESS MINING NL","Materials","05/09/1985",2089627
"MTC","METALSTECH LIMITED","Materials","24/02/2017",44404329
"MTH","MITHRIL RESOURCES LIMITED","Materials","18/11/2002","--"
"MTL","MANTLE MINERALS LIMITED","Materials","11/07/2000",15493615
"MTM","MTM CRITICAL METALS LIMITED","Materials","15/07/2021",14617556
"MTO","MOTORCYCLE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","29/04/2016",102959989
"MTS","METCASH LIMITED","Consumer Staples Distribution & Retail","08/04/2005",4213397537
"MVF","MONASH IVF GROUP LIMITED","Health Care Equipment & Services","26/06/2014",566918692
"MVL","MARVEL GOLD LIMITED","Materials","14/06/2016",6910326
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/12/2003",33659035
"MWY","MIDWAY LIMITED","Materials","08/12/2016",72489064
"MX1","MICRO-X LIMITED","Health Care Equipment & Services","22/12/2015",49828697
"MXI","MAXIPARTS LIMITED","Capital Goods","07/12/1994",110315678
"MXO","MOTIO LTD","Media & Entertainment","09/05/2011",4559372
"MXR","MAXIMUS RESOURCES LIMITED","Materials","26/10/2005",10270265
"MXT","METRICS MASTER INCOME TRUST","Not Applic","09/10/2017",2205548193
"MYE","METAROCK GROUP LIMITED","Materials","07/05/2010",82762012
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","Capital Goods","30/10/1986",71087732
"MYR","MYER HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","02/11/2009",553164477
"MYS","MYSTATE LIMITED","Banks","10/09/2009",398162884
"MYX","MAYNE PHARMA GROUP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/06/2007",463654870
"MZZ","MATADOR MINING LIMITED","Materials","08/03/2017",38824920
"N1H","N1 HOLDINGS LIMITED","Financial Services","18/03/2016",13648614
"NAB","NATIONAL AUSTRALIA BANK LIMITED","Banks","31/01/1962",107697657527
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","Not Applic","12/11/2014",24250212
"NAE","NEW AGE EXPLORATION LIMITED","Energy","18/02/1994",7175596
"NAG","NAGAMBIE RESOURCES LIMITED","Materials","23/06/2006",11949535
"NAM","NAMOI COTTON LIMITED","Commercial & Professional Services","06/04/1998",146924818
"NAN","NANOSONICS LIMITED","Health Care Equipment & Services","17/05/2007",878639051
"NC1","NICO RESOURCES LIMITED","Materials","19/01/2022",18606598
"NC6","NANOLLOSE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/10/2017",4988185
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","Not Applic","26/02/2013",38375793
"NCK","NICK SCALI LIMITED","Consumer Discretionary Distribution & Retail","26/05/2004",1200369657
"NCR","NUCOAL RESOURCES LIMITED","Materials","31/05/1996","SUSPENDED"
"NDO","NIDO EDUCATION LIMITED","Consumer Services","16/10/2023",200701341
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","Media & Entertainment","06/12/2013",2442024070
"NEM","NEWMONT CORPORATION","Materials","27/10/2023",75820488356
"NES","NELSON RESOURCES LIMITED.","Materials","07/12/2017",1840783
"NET","NETLINKZ LIMITED","Software & Services","13/01/2011",11635345
"NEU","NEUREN PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","03/02/2005",2693773863
"NFL","NORFOLK METALS LIMITED","Materials","22/03/2022",5319071
"NGE","NGE CAPITAL LIMITED","Not Applic","28/12/2007",41952803
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","Financial Services","28/04/2006",894222905
"NGL","NIGHTINGALE INTELLIGENT SYSTEMS INC","Capital Goods","18/11/2022","SUSPENDED"
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","Household & Personal Products","30/10/2020",1004910
"NGX","NGX LIMITED","Materials","16/06/2023",14950954
"NGY","NUENERGY GAS LIMITED","Energy","15/01/1987",32581021
"NHC","NEW HOPE CORPORATION LIMITED","Energy","16/09/2003",4260490739
"NHE","NOBLE HELIUM LIMITED","Energy","08/04/2022",34180576
"NHF","NIB HOLDINGS LIMITED","Insurance","05/11/2007",3434351291
"NIC","NICKEL INDUSTRIES LIMITED","Materials","20/08/2018",4564387522
"NIM","NIMY RESOURCES LIMITED","Materials","22/11/2021",6544062
"NIS","NICKELSEARCH LIMITED","Materials","18/10/2021",7473986
"NKL","NICKELX LIMITED","Materials","07/05/2021",2283194
"NME","NEX METALS EXPLORATION LIMITED","Materials","06/12/2007",7755716
"NML","NAVARRE MINERALS LIMITED","Materials","31/03/2011","SUSPENDED"
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","Materials","16/11/2020",6085665
"NMT","NEOMETALS LTD","Materials","10/07/2002",74737238
"NNG","NEXION GROUP LTD","Software & Services","18/02/2021","SUSPENDED"
"NNL","NORDIC NICKEL LIMITED","Materials","01/06/2022",14611933
"NOL","NOBLEOAK LIFE LIMITED","Insurance","22/07/2021",133897020
"NOR","NORWOOD SYSTEMS LIMITED","Software & Services","27/06/1995",23674048
"NOU","NOUMI LIMITED","Food, Beverage & Tobacco","07/11/1985",33253118
"NOV","NOVATTI GROUP LIMITED","Software & Services","18/01/2016",18499023
"NOX","NOXOPHARM LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/08/2016",20748894
"NPM","NEWPEAK METALS LIMITED","Materials","11/04/2011",2595986
"NPR","NEWMARK PROPERTY REIT","Equity Real Estate Investment Trusts (REITs)","06/12/2021","SUSPENDED"
"NRX","NORONEX LIMITED","Materials","15/11/2017",6597331
"NRZ","NEURIZER LTD","Materials","17/03/2005",4961875
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","27/07/2018",6362614
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","Not Applic","25/03/2004",71535953
"NSM","NORTH STAWELL MINERALS LTD","Materials","24/09/2020",4615901
"NSR","NATIONAL STORAGE REIT","Equity Real Estate Investment Trusts (REITs)","19/12/2013",3042183949
"NST","NORTHERN STAR RESOURCES LTD","Materials","17/12/2003",17161844538
"NSX","NSX LIMITED","Financial Services","13/01/2005",8033709
"NTD","NTAW HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","15/12/2017",65726686
"NTI","NEUROTECH INTERNATIONAL LIMITED","Health Care Equipment & Services","04/11/2016",79356310
"NTL","NEW TALISMAN GOLD MINES LIMITED","Materials","28/05/1987",7947532
"NTM","NT MINERALS LIMITED","Materials","22/12/1993",6104417
"NTU","NORTHERN MINERALS LIMITED","Materials","15/11/2006",207036642
"NUC","NUCHEV LIMITED","Food, Beverage & Tobacco","09/12/2019",13505165
"NUF","NUFARM LIMITED","Materials","10/11/1988",1968171797
"NUH","NUHEARA LIMITED","Technology Hardware & Equipment","05/03/2010","SUSPENDED"
"NVA","NOVA MINERALS LIMITED","Materials","11/06/1987",51113652
"NVO","NOVO RESOURCES CORP.","Materials","11/09/2023",49648239
"NVQ","NOVIQTECH LIMITED","Software & Services","13/12/2018",5205576
"NVU","NANOVEU LIMITED","Technology Hardware & Equipment","30/11/2018",8468217
"NVX","NOVONIX LIMITED","Technology Hardware & Equipment","02/12/2015",413160635
"NWC","NEW WORLD RESOURCES LIMITED","Materials","21/09/2005",121931447
"NWF","NEWFIELD RESOURCES LIMITED","Materials","08/06/2012",131698408
"NWH","NRW HOLDINGS LIMITED","Capital Goods","05/09/2007",1241351849
"NWL","NETWEALTH GROUP LIMITED","Financial Services","20/11/2017",4963656401
"NWM","NORWEST MINERALS LIMITED","Materials","29/11/2018",15136661
"NWS","NEWS CORPORATION..","Media & Entertainment","19/06/2013",23192849090
"NWSLV","NEWS CORPORATION..","Media & Entertainment","19/06/2013",23192849090
"NXD","NEXTED GROUP LIMITED","Consumer Services","24/08/2009",57594361
"NXG","NEXGEN ENERGY (CANADA) LTD","Energy","02/07/2021",6910493895
"NXL","NUIX LIMITED","Software & Services","04/12/2020",996468661
"NXM","NEXUS MINERALS LIMITED","Materials","23/02/2007",24121728
"NXS","NEXT SCIENCE LIMITED","Health Care Equipment & Services","18/04/2019",84591580
"NXT","NEXTDC LIMITED","Software & Services","13/12/2010",10674288248
"NYM","NARRYER METALS LIMITED","Materials","14/04/2022",3941005
"NYR","NYRADA INC.","Pharmaceuticals, Biotechnology & Life Sciences","16/01/2020",12558609
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","Food, Beverage & Tobacco","19/10/2016",126472834
"NZM","NZME LIMITED","Media & Entertainment","27/06/2016",140943748
"NZO","NEW ZEALAND OIL & GAS LIMITED","Energy","25/09/2020",85101318
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","Food, Beverage & Tobacco","19/06/2007","SUSPENDED"
"OAK","OAKRIDGE INTERNATIONAL LIMITED","Software & Services","22/06/2007",1143962
"OAR","OAR RESOURCES LIMITED","Materials","17/12/1998",6326622
"OAU","ORA GOLD LIMITED","Materials","22/03/2001",26127004
"OBL","OMNI BRIDGEWAY LIMITED","Financial Services","28/01/2000",218972856
"OBM","ORA BANDA MINING LTD","Materials","29/10/2002",640494760
"OCA","OCEANIA HEALTHCARE LIMITED","Health Care Equipment & Services","05/05/2017",363659668
"OCC","ORTHOCELL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","12/08/2014",78497557
"OCL","OBJECTIVE CORPORATION LIMITED","Software & Services","17/08/2000",1178734662
"OCN","OCEANA LITHIUM LIMITED","Materials","01/07/2022",3629912
"OCT","OCTAVA MINERALS LIMITED","Materials","16/09/2022",1990619
"OD6","OD6 METALS LIMITED","Materials","22/06/2022",8427551
"ODA","ORCODA LIMITED","Software & Services","15/09/1986",36368770
"ODE","ODESSA MINERALS LIMITED","Materials","03/07/1986",4173130
"ODY","ODYSSEY GOLD LTD","Materials","30/11/2005",20674036
"OEC","ORBITAL CORPORATION LIMITED","Capital Goods","24/01/1989",12706952
"OEL","OTTO ENERGY LIMITED","Energy","22/12/2004",62335127
"OEQ","ORION EQUITIES LIMITED","Financial Services","19/11/1970",2503876
"OFX","OFX GROUP LIMITED","Financial Services","11/10/2013",479061179
"OIL","OPTISCAN IMAGING LIMITED","Health Care Equipment & Services","08/08/1997",87710784
"OJC","THE ORIGINAL JUICE CO. LTD","Food, Beverage & Tobacco","29/06/2012",48882481
"OKJ","OAKAJEE CORPORATION LIMITED","Materials","11/06/2008",1371690
"OLH","OLDFIELDS HOLDINGS LIMITED","Capital Goods","15/06/1960",17978035
"OLI","OLIVER'S REAL FOOD LIMITED","Consumer Services","21/06/2017",7492443
"OLL","OPENLEARNING LIMITED","Software & Services","12/12/2019",4285905
"OLY","OLYMPIO METALS LIMITED","Commercial & Professional Services","12/09/2017",3419059
"OM1","OMNIA METALS GROUP LTD","Materials","02/03/2022","SUSPENDED"
"OMA","OMEGA OIL & GAS LIMITED","Energy","25/10/2022",62458292
"OMH","OM HOLDINGS LIMITED","Materials","12/03/1998",383128401
"OML","OOH!MEDIA LIMITED","Media & Entertainment","17/12/2014",835110993
"OMX","ORANGE MINERALS NL","Materials","08/12/2021",2915506
"ONE","ONEVIEW HEALTHCARE PLC","Health Care Equipment & Services","17/03/2016",215996048
"OPH","OPHIR HIGH CONVICTION FUND","Not Applic","16/05/2018",596564253
"OPL","OPYL LIMITED","Software & Services","07/03/1996",3386853
"OPN","OPENN NEGOTIATION LIMITED","Commercial & Professional Services","21/07/2021","SUSPENDED"
"OPT","OPTHEA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/04/1991",424197526
"ORA","ORORA LIMITED","Materials","18/12/2013",2888524869
"ORG","ORIGIN ENERGY LIMITED","Utilities","13/07/1961",17244704187
"ORI","ORICA LIMITED","Materials","28/11/1961",9167955294
"ORM","ORION METALS LIMITED","Materials","03/01/2007","SUSPENDED"
"ORN","ORION MINERALS LTD","Materials","31/10/2003",121057150
"ORP","ORPHEUS URANIUM LIMITED","Materials","23/01/1986",18983542
"OSL","ONCOSIL MEDICAL LTD","Pharmaceuticals, Biotechnology & Life Sciences","15/08/2005",16660548
"OSM","OSMOND RESOURCES LIMITED","Materials","22/04/2022",4118576
"OSX","OSTEOPORE LIMITED","Health Care Equipment & Services","23/09/2019",8389522
"OVT","OVANTI LIMITED","Media & Entertainment","12/10/2000",23852335
"OXT","OREXPLORE TECHNOLOGIES LIMITED","Class Pend","21/01/2022","SUSPENDED"
